code,name,description,refreshed_at,from_date,to_date
HPI_22660,House Price Indices - Fort Collins CO,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_22900,House Price Indices - Fort Smith AR-OK,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_23060,House Price Indices - Fort Wayne IN,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:02,1975-01-31,2018-12-31
HPI_23420,House Price Indices - Fresno CA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_23460,House Price Indices - Gadsden AL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_23540,House Price Indices - Gainesville FL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_23580,House Price Indices - Gainesville GA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_23900,House Price Indices - Gettysburg PA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24020,House Price Indices - Glens Falls NY,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24140,House Price Indices - Goldsboro NC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24220,House Price Indices - Grand Forks ND-MN,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24260,House Price Indices - Grand Island NE,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:04,1975-01-31,2018-12-31
HPI_24300,House Price Indices - Grand Junction CO,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24340,House Price Indices - Grand Rapids-Wyoming MI,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:05,1975-01-31,2018-12-31
HPI_24420,House Price Indices - Grants Pass OR,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24500,House Price Indices - Great Falls MT,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24540,House Price Indices - Greeley CO,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:04,1975-01-31,2018-12-31
HPI_24580,House Price Indices - Green Bay WI,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24660,House Price Indices - Greensboro-High Point NC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24780,House Price Indices - Greenville NC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_24860,House Price Indices - Greenville-Anderson-Mauldin SC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25060,House Price Indices - Gulfport-Biloxi-Pascagoula MS,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25180,House Price Indices - Hagerstown-Martinsburg MD-WV,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25220,House Price Indices - Hammond LA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25260,House Price Indices - Hanford-Corcoran CA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25420,House Price Indices - Harrisburg-Carlisle PA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25500,House Price Indices - Harrisonburg VA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25540,House Price Indices - Hartford-West Hartford-East Hartford CT,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25620,House Price Indices - Hattiesburg MS,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25860,House Price Indices - Hickory-Lenoir-Morganton NC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25940,House Price Indices - Hilton Head Island-Bluffton-Beaufort SC,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_25980,House Price Indices - Hinesville GA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26140,House Price Indices - Homosassa Springs FL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26300,House Price Indices - Hot Springs AR,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26380,House Price Indices - Houma-Thibodaux LA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26420,House Price Indices - Houston-The Woodlands-Sugar Land TX,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26580,House Price Indices - Huntington-Ashland WV-KY-OH,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26620,House Price Indices - Huntsville AL,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26820,House Price Indices - Idaho Falls ID,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26900,House Price Indices - Indianapolis-Carmel-Anderson IN,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
HPI_26980,House Price Indices - Iowa City IA,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.<br><br>Dataset codes for cities are based on CBSA codes (Core-Based Statistical Areas) which are defined in the Quandl documentation. Values are presented as both Not Seasonally Adjusted (NSA) and Seasonally Adjusted (SA).",2019-02-23 02:44:03,1975-01-31,2018-12-31
