RowNum,Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type
314,Daintree,"Daintree Estates, N. Queensland",785,2011,70,Australia,3.25,Australia,
315,Dandelion,Colombian,805,2012,70,U.S.A.,3.25,Colombia,
316,Dandelion,Madagascar,654,2011,70,U.S.A.,3.25,Madagascar,Trinitario
317,Danta,Los Ujuxtes,987,2012,70,Guatemala,3.75,Guatemala,
318,Danta,Chuao,987,2012,75,Guatemala,3,Venezuela,Trinitario
319,Davis,Rainforest,1093,2013,70,U.S.A.,2.75,Dominican Republic,
320,Erithaj (A. Morin),Ba Lai,1209,2014,74,France,3.25,Vietnam,Trinitario
321,Feitoria Cacao,Blue Mountain,1732,2016,76,Portugal,3,Jamaica,
322,Felchlin,"Madagascar, Grand Cru",48,2006,64,Switzerland,3,Madagascar,Criollo
323,Guittard,Machu Pichu,259,2008,65,U.S.A.,3,Peru,
324,hexx,Tanzania,1546,2015,70,U.S.A.,2.75,Tanzania,
325,Holy Cacao,San Martin,431,2009,70,Israel,3.5,Peru,
326,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75,U.K.,3,Trinidad,Trinitario
327,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,U.S.A.,3.75,Hawaii,
328,Madre,"Criollo, Hawaii",995,2012,70,U.S.A.,3.25,Hawaii,Criollo
329,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70,Poland,3.25,Ecuador,
330,Molucca,Indonesia,1618,2015,70,U.S.A.,2.75,Indonesia,
331,Muchomas (Mesocacao),Nicaragua,1462,2015,70,U.S.A.,3.5,Nicaragua,
332,Nuance,La Red,1470,2015,70,U.S.A.,3.75,Dominican Republic,
333,Ocho,"PNG, Revolution",1411,2014,70,New Zealand,3,Papua New Guinea,
334,Olivia,Carribean-Raw,688,2011,76,Canada,2,Carribean,
335,organicfair,Mindo,1165,2013,72,Canada,3,Ecuador,Trinitario
336,Pacari,Cumbia,1415,2014,70,Ecuador,3.5,Ecuador,
337,Palette de Bine,Maya Mtn,1720,2016,72,Canada,3,Belize,Trinitario
338,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70,Canada,3.25,Trinidad,Trinitario
339,Parliament,"Lachua, Q'egchi families",1542,2015,70,U.S.A.,3.5,Guatemala,
340,Peppalo,Dominican Republic,1454,2015,82,U.S.A.,3,Dominican Republic,
341,Pralus,Ghana,40,2006,75,France,3.25,Ghana,Forastero
342,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70,U.S.A.,3.5,Madagascar,Trinitario
343,Sol Cacao,"Ecuador, Batch 1",1812,2016,70,U.S.A.,3.5,Ecuador,
344,Solstice,Bolivia,1161,2013,70,U.S.A.,3.25,Bolivia,
345,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62,Canada,3.5,Domincan Republic,
346,Soma,Ocumare,387,2009,70,Canada,3.75,Venezuela,Criollo
347,Spagnvola,AgroCriso Plantation,793,2012,75,U.S.A.,3.25,Dominican Republic,
348,Tejas,Espada,967,2012,70,U.S.A.,2.75,Brazil,
349,Violet Sky,Sambirano Valley,1458,2015,77,U.S.A.,2.75,Madagascar,Trinitario
350,Willie's Cacao,"Java, Indonesian Black",1109,2013,100,U.K.,2.25,Indonesia,
351,Altus aka Cao Artisan,Peru,1133,2013,60,U.S.A.,3.25,Peru,
352,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85,Brazil,2.75,Brazil,Forastero (Parazinho)
353,Arete,Nacional,1534,2015,68,U.S.A.,3.5,Peru,Forastero (Nacional)
354,Bittersweet Origins,Ghana,963,2012,72,U.S.A.,3.5,Ghana,Forastero
355,Bonnat,"Porcelana, Venezuela",199,2008,75,France,4,Venezuela,Criollo (Porcelana)
356,Bowler Man,Maya Mountain,1267,2014,70,U.S.A.,2.75,Belize,Trinitario
357,Brasstown aka It's Chocolate,Chuao,1355,2014,70,U.S.A.,4,Venezuela,Trinitario
358,Brasstown aka It's Chocolate,Ghana,1129,2013,75,U.S.A.,3.5,Ghana,Forastero
359,Cacao de Origen,Chuao,1688,2015,77,Venezuela,3.5,Venezuela,Trinitario
360,Cacao de Origin,Hacienda la Trinidad,1668,2015,74,Venezuela,3.25,Venezuela,
361,Cacao Store,Madagascar,1684,2015,70,Japan,3,Madagascar,Trinitario
362,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72,Costa Rica,3.25,Costa Rica,
363,"Chocolate Tree, The",Maranon,1582,2015,69,Scotland,3.75,Peru,Forastero (Nacional)
364,"Chocolate Tree, The",Peru,1121,2013,70,Scotland,3.75,Peru,Forastero (Nacional)
365,Choklat,Brazilian,377,2009,80,Canada,3,Brazil,
366,Compania de Chocolate (Salgado),Moxos,292,2008,72,Argentina,3.25,Bolivia,
367,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64,France,3,Papua New Guinea,
368,Dolfin (Belcolade),Africa,304,2008,88,Belgium,3,West Africa,Forastero
369,Dormouse,"Madagascar, Batch 8",1676,2015,77,U.K.,2.75,Madagascar,"Criollo, Trinitario"
370,East Van Roasters,Madagascar,1343,2014,70,Canada,3.5,Madagascar,Trinitario
371,El Rey,"Carenero Superior, Gran Saman",32,2006,70,Venezuela,2.75,Venezuela,Criollo
373,Guittard,"Los Rios, Quevedo",93,2006,65,U.S.A.,3.5,Ecuador,Forastero (Arriba)
374,Harper Macaw,Brazil Blend,1696,2015,67,U.S.A.,3,Brazil,
375,Hoja Verde (Tulicorp),Arriba,414,2009,72,Ecuador,3,Ecuador,Forastero (Arriba) ASS
376,Hummingbird,Lam Dong,1542,2015,70,Canada,3.5,Vietnam,Trinitario
377,Idilio (Felchlin),Coopertiva Amazona,725,2011,72,Switzerland,3.75,Venezuela,Criollo
378,Just Good Chocolate,Belize,1375,2014,70,U.S.A.,3.5,Belize,Trinitario
379,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75,France,3.75,Vietnam,Trinitario
380,Machu Picchu Trading Co.,Peru,552,2010,55,Peru,2.25,Peru,
381,Madecasse (Cinagra),Madagascar,284,2008,70,Madagascar,3.75,Madagascar,Trinitario
382,Mindo,Ecuador,607,2010,67,U.S.A.,2.75,Ecuador,
383,Nuance,"Sambirano Valley, 2012",1458,2015,70,U.S.A.,3.5,Madagascar,Trinitario
384,Raaka,Amazon Basin Blend,1788,2016,70,U.S.A.,3,"Peru(SMartin,Pangoa,nacional)",
385,Republica del Cacao (aka Confecta),El Oro,147,2007,67,Ecuador,3.5,Ecuador,Forastero (Arriba)
386,Rogue,Porcelana,1209,2014,80,U.S.A.,3.75,Venezuela,Criollo
387,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75,U.S.A.,3.75,Jamaica,Trinitario
388,Sacred,Midnight,813,2012,83,U.S.A.,2.75,Central and S. America,
389,Seaforth,Grenada,1658,2015,70,U.K.,2.75,Grenada,
390,Sjolinds,Ghana,1454,2015,70,U.S.A.,2.75,Ghana,Forastero
391,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68,U.K.,2.75,Peru,Forastero (Nacional)
392,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70,Canada,4,Vietnam,Trinitario
393,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70,Canada,3.75,Nicaragua,Trinitario
394,Soma,CSB Chama,1594,2015,70,Canada,3.5,Venezuela,Criollo
395,Somerville,"Hawaiian, Big Island",1395,2014,70,U.S.A.,3.5,Hawaii,
396,Szanto Tibor,"Winak, Sumaco",1704,2015,70,Hungary,3.75,Ecuador,Forastero (Nacional)
397,Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70,Hungary,3.5,Madagascar,Criollo
398,TCHO,Peru- Ecuador,915,2012,99,U.S.A.,3.25,"Peru, Ecuador",
399,Zart Pralinen,UNOCACE,1824,2016,70,Austria,2.75,Ecuador,Nacional (Arriba)
400,Zotter,El Ceibo Coop,879,2012,90,Austria,3.25,Bolivia,
401,A. Morin,Puerto Cabello,1319,2014,70,France,3.75,Venezuela,Criollo
402,Alain Ducasse,Madagascar,1215,2014,75,France,3,Madagascar,Trinitario
403,Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73,Peru,3.5,Peru,Trinitario
404,Bar Au Chocolat,Maranon Canyon,1295,2014,70,U.S.A.,4,Peru,Forastero (Nacional)
405,Benoit Nihant,Cuyagua Village,1141,2013,74,Belgium,3.5,Venezuela,Criollo
406,Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72,Switzerland,3.5,Venezuela,
407,Cacao Hunters,Tumaco,1430,2014,70,Colombia,3.5,Colombia,
408,Cacao Sampaka,Grenada,537,2010,71,Spain,3.25,Grenada,Trinitario
409,Cacao Sampaka,Papua,523,2010,71,Spain,4,Papua New Guinea,
410,Domori,Guasare,863,2012,70,Italy,3.75,Venezuela,
411,Duffy's,"Chuno, Xoco",1331,2014,70,U.K.,3.5,Nicaragua,Criollo
412,Finca,Dominican Republic,1287,2014,85,U.S.A.,2.5,Dominican Republic,
413,Franceschi,Canoabo,911,2012,70,Venezuela,3.75,Venezuela,
414,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70,Denmark,3.25,Nicaragua,
415,Fruition,Signature Blend,753,2011,66,U.S.A.,3.25,Costa Rica,Trinitario
416,Guittard,Semisweet,99,2006,61,U.S.A.,3,,Blend
417,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,U.S.A.,3.75,Ecuador,EET
418,hexx,Peru,1550,2015,70,U.S.A.,3.25,Peru,
419,Holy Cacao,Gran Couva,1466,2015,70,Israel,3.5,Trinidad,Trinitario
420,Indaphoria,"Conacado, Manifesto",907,2012,70,U.S.A.,2.75,Dominican Republic,
421,Kaoka (Cemoi),Ecuador,423,2009,80,France,2.75,Ecuador,
422,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70,U.S.A.,3.75,Dominican Republic,
423,Kto,ROIG,1426,2014,72,U.S.A.,3.25,Dominican Republic,
424,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56,France,3.25,Ecuador,
425,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75,France,3,Ivory Coast,
426,L'Amourette,Rugoso,1784,2016,80,U.S.A.,3.5,Nicaragua,Trinitario
427,L'Amourette,Rio Caribe,833,2012,75,U.S.A.,3,Venezuela,Trinitario
428,Madre,Puerto Rico,1085,2013,70,U.S.A.,2.75,Puerto Rico,
429,Maglio,Santo Domingo,308,2008,70,Italy,3.75,Dominican Republic,"Blend-Forastero,Criollo"
430,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55,U.S.A.,2.75,Hawaii,Blend
431,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70,Poland,3.25,Dominican Republic,
432,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70,U.S.A.,3.5,Nicaragua,
433,Map Chocolate,"Maranon, 2014",1474,2015,62,U.S.A.,3.5,Peru,Forastero (Nacional)
434,Mars,Ivory Coast,544,2010,65,U.S.A.,3,Ivory Coast,
435,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63,U.S.A.,3.5,Peru,Criollo
436,Meadowlands,Dominican Republic,1291,2014,70,U.S.A.,3.5,Dominican Republic,
437,Menakao (aka Cinagra),Madagascar,837,2012,80,Madagascar,2.5,Madagascar,Trinitario
438,Michel Cluizel,Carre Amer,24,2006,60,France,2,,
439,Middlebury,Houseblend,887,2012,65,U.S.A.,1.5,,
440,Muchomas (Mesocacao),Nicaragua,1462,2015,80,U.S.A.,3.5,Nicaragua,
441,Neuhaus (Callebaut),Sao Tome,15,2006,75,Belgium,2.75,Sao Tome,Forastero
442,Obolo,Pangoa,1638,2015,70,Chile,3.75,Peru,Criollo
443,Ocho,"PNG, Devotion",1411,2014,66,New Zealand,2.75,Papua New Guinea,
444,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70,U.S.A.,2.75,Trinidad,Trinitario
445,Olive and Sinclair,Dark 75,457,2009,75,U.S.A.,3,"Ghana, Domin. Rep",
446,Palette de Bine,Lachua,1720,2016,70,Canada,2.75,Guatemala,
447,Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72,Canada,2.75,Bolivia,
448,Patric,Signature Blend,636,2011,70,U.S.A.,3.75,,Blend
449,Pralus,Trinidad,5,2006,75,France,3.5,Trinidad,Trinitario
450,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72,U.K.,3.25,Madagascar,Trinitario
451,Rogue,Piura,565,2010,75,U.S.A.,3.75,Peru,
452,Salgado,Rio Arriba,292,2008,70,Argentina,3.5,Ecuador,Forastero (Arriba) ASSS
453,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70,Canada,4,"Dom. Rep., Madagascar",Blend
454,Soma,"Alto Beni, Wild Bolivian",676,2011,70,Canada,3.5,Bolivia,Nacional
455,Szanto Tibor,Millot Plantation,939,2012,70,Hungary,3.25,Madagascar,
456,Tejas,Concepcion,801,2012,70,U.S.A.,2.75,Madagascar,
457,Terroir,Madagascar,1323,2014,67,U.S.A.,3.75,Madagascar,Trinitario
458,Valrhona,Caraibe,63,2006,66,France,3,Carribean,Trinitario
459,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70,France,3.5,Vietnam,Trinitario
460,Violet Sky,Cuyagua,1458,2015,77,U.S.A.,3,Venezuela,Criollo
461,Woodblock,Sambirano,951,2012,70,U.S.A.,3.25,Madagascar,Trinitario
462,Woodblock,Ocumare,741,2011,70,U.S.A.,4,Venezuela,
463,Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62,Austria,3.75,Dominican Republic,
464,A. Morin,Piura,1019,2013,70,France,3.25,Peru,
465,Akesson's (Pralus),"Bali (west), Sukrama Family, Melaya area",636,2011,75,Switzerland,3.75,Indonesia,Trinitario
466,Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75,Switzerland,2.75,Madagascar,Criollo
467,Ambrosia,Peru,1498,2015,68,Canada,3.5,Peru,
468,Arete,Guatemala,1602,2015,70,U.S.A.,3.25,Guatemala,
469,Askinosie,San Jose del Tambo,175,2007,70,U.S.A.,3,Ecuador,Forastero (Arriba)
470,Baravelli's,single estate,955,2012,80,Wales,2.75,Costa Rica,
471,Bittersweet Origins,2009 Hapa Nibby,502,2010,70,U.S.A.,3.75,"Dominican Rep., Bali",Blend
472,Bittersweet Origins,Puerto Plata,233,2008,68,U.S.A.,3.75,Dominican Republic,
473,Blue Bandana,Guatemala,911,2012,70,U.S.A.,3.5,Guatemala,
474,Bonnat,Haiti,629,2011,75,France,4,Haiti,
475,Bright,"Camino Verde, Balao, Guayas",1231,2014,72,Australia,3.5,Ecuador,
476,Bright,Gran Couva,1235,2014,68,Australia,2.75,Trinidad,Trinitario
477,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72,U.S.A.,3.5,Venezuela,
478,Castronovo,"Guaniamo, Amazonas",1105,2013,70,U.S.A.,3.25,Venezuela,
479,Choco Del Sol,Maya Mountain,1407,2014,82,Germany,3.25,Belize,Trinitario
480,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70,South Korea,2.75,Vietnam,Trinitario
481,Chocolarder,Peru + nibs,1482,2015,65,U.K.,2.75,Peru,Criollo
482,"Chocolate Tree, The",Ecuador,919,2012,82,Scotland,2.5,Ecuador,Forastero (Arriba)
483,ChocoReko,Patanemo,1454,2015,77,Japan,3,Venezuela,Criollo
484,Condor,Camino Verde,1630,2015,76,U.S.A.,3.5,Ecuador,
485,Coppeneur,"Ecuador, Puristique",1169,2013,65,Germany,3.25,Ecuador,Forastero (Nacional)
486,Dandelion,Tanzania,654,2011,70,U.S.A.,3.25,Tanzania,
487,De Mendes,"Nativo, Varzea",1462,2015,72,Brazil,3.5,Brazil,
488,Dick Taylor,Ecuador,769,2011,70,U.S.A.,3.25,Ecuador,
489,Dick Taylor,Sambirano,661,2011,72,U.S.A.,3,Madagascar,Trinitario
490,Domori,Ecuador,192,2007,70,Italy,4,Ecuador,Forastero (Arriba)
491,Eau de Rose,Tumaco,1812,2016,70,Canada,3.25,Colombia,
492,Felchlin,Maracaibo Clasificado,48,2006,65,Switzerland,3,Venezuela,Criollo
494,Friis Holm (Bonnat),La Dalia,1680,2015,85,Denmark,3.25,Nicaragua,
495,Guittard,Coucher du Soleil,654,2011,72,U.S.A.,2.75,,
496,Guittard,Quetzalcoatl,147,2007,72,U.S.A.,3.5,,Blend
497,Habitual,Campesino w/ nibs,1197,2014,74,Canada,2.75,,
498,Habitual,one hundred,1205,2014,100,Canada,2,,
499,Holy Cacao,Mara,1466,2015,70,Israel,3.5,Venezuela,
500,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,Canada,3,Bolivia,"Criollo, Trinitario"
501,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,Switzerland,3.75,Venezuela,
502,Kyya,Uganda,1359,2014,72,U.S.A.,2.5,Uganda,Forastero
503,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60,France,3.25,Tobago,
504,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74,France,3.5,"Ven., Indonesia, Ecuad.",Blend
505,Luker,Santander,552,2010,65,Colombia,3.5,Colombia,
506,Marou,Dong Nai,845,2012,72,Vietnam,3.5,Vietnam,Trinitario
507,Matale,"Somia, 2013",1177,2013,68,Australia,4,Madagascar,Trinitario
508,Middlebury,"Balinese, Java",887,2012,70,U.S.A.,2.5,Indonesia,Criollo
509,Noir d' Ebine,Ecuador,841,2012,70,U.S.A.,3,Ecuador,
510,Patric,"Rio Caribe, Paria Penninsula",439,2009,70,U.S.A.,3.5,Venezuela,Trinitario
511,Pralus,Dominican Republic-Organic,280,2008,75,France,2,Dominican Republic,
512,Pralus,Cuba,99,2006,75,France,3,Cuba,Trinitario
513,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70,Mexico,2.75,Mexico,Criollo
514,Rogue,Rio Caribe,327,2009,70,U.S.A.,3.5,Venezuela,Trinitario
515,Rogue,Trinidad,213,2008,70,U.S.A.,3,Trinidad,Trinitario
516,Rozsavolgyi,Principe,765,2011,77,Hungary,2.75,Principe,Forastero
517,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85,U.K.,2.75,Domincan Republic,
518,Starchild,Rio Tuma,1692,2015,70,U.S.A.,3,Nicaragua,Trinitario (Amelonado)
519,Sublime Origins,Sambirano,1157,2013,67,U.S.A.,2.75,Madagascar,Trinitario
520,TCHO,West Africa,1716,2016,62,U.S.A.,2,West Africa,Forastero
521,Valrhona,"Piura, Illanka, Quemazon",1510,2015,63,France,4,Peru,
522,Vivra,Dominican Republic,1724,2016,70,U.S.A.,3,Domincan Republic,
523,Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70,New Zealand,3.5,Peru,
524,Xocolat,Hispaniola,1057,2013,66,Domincan Republic,3,Dominican Republic,
525,Zak's,"Papua New Guinea, Batch 2",1574,2015,70,U.S.A.,3,Papua New Guinea,
526,Zak's,"House Blend, Batch 2",1582,2015,60,U.S.A.,3,,
527,Zotter,"Kongo, Highlands",883,2012,68,Austria,3.25,Congo,Forastero
528,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70,Ecuador,3,Ecuador,Forastero (Arriba)
529,Ah Cacao,Tabasco,316,2009,70,Mexico,3,Mexico,Criollo
530,Amano,Madagascar,129,2007,70,U.S.A.,3.5,Madagascar,Trinitario
531,Amedei,"Piura, Blanco de Criollo",979,2012,70,Italy,3.75,Peru,
532,Amedei,Madagascar,123,2007,70,Italy,4,Madagascar,Trinitario (85% Criollo)
533,Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72,U.K.,3.25,Vietnam,Trinitario
534,Bellflower,"Oko Caribe, Duarte P.",1864,2016,70,U.S.A.,3.5,Domincan Republic,
535,Benoit Nihant,Baracoa,1141,2013,74,Belgium,3.5,Cuba,Trinitario
536,Blue Bandana,Zorzal Reserva,1756,2016,75,U.S.A.,3,Dominican Republic,
537,Bowler Man,Conacado,1271,2014,70,U.S.A.,2.75,Dominican Republic,
538,Bright,Somia Plantation,1231,2014,72,Australia,3,Madagascar,Trinitario
539,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70,Spain,4,Mexico,Criollo
540,Caoni (Tulicorp),Manabi,266,2008,55,Ecuador,3,Ecuador,Forastero (Arriba)
541,Coppeneur,Grenada,470,2010,72,Germany,3.25,Grenada,Trinitario
542,Coppeneur,Ocumare 61,558,2010,72,Germany,3.25,Venezuela,Criollo (Ocumare 61)
543,Cravve,Tanzania,971,2012,75,Australia,3.25,Tanzania,Forastero
544,Daintree,Goodman Estate,1654,2015,70,Australia,2.75,Australia,
545,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66,France,3.75,Venezuela,
546,DeVries,Bolivian,241,2008,80,U.S.A.,2.75,Bolivia,
547,Dick Taylor,La Red,769,2011,74,U.S.A.,3,Dominican Republic,
548,Duffy's,Star of Ecuador,523,2010,70,U.K.,2.5,Ecuador,
549,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55,U.S.A.,2.5,"Peru, Madagascar",
550,Felchlin,Grenada,494,2010,58,Switzerland,3.5,Grenada,Trinitario
551,Felchlin,Elvesia P.,105,2006,74,Switzerland,3,Dominican Republic,"Trinitario, Criollo"
552,French Broad,La Red,785,2011,65,U.S.A.,3.5,Dominican Republic,
556,Glennmade,Bahia,1672,2015,66,U.S.A.,3,Brazil,"Trinitario, Forastero"
557,Habitual,Sharkey,1201,2014,66,Canada,3.25,Hawaii,
558,Honest,"Ecuador, w/ nibs",1327,2014,72,South Africa,2.5,Ecuador,
559,Jacque Torres,Trinatario Treasure,5,2006,71,U.S.A.,2,Ghana,Trinitario
560,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,Domincan Republic,3.5,Dominican Republic,
561,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75,France,3.5,Sao Tome,Forastero
562,Letterpress,Maranura,1371,2014,70,U.S.A.,3.5,Peru,Forastero (Nacional)
563,Madre,"Hamakua Coast, Kokoleka",991,2012,70,U.S.A.,3.25,Hawaii,
564,Marigold's Finest,Cacao Nib Crunch,1808,2016,75,Canada,3.25,,
565,Mast Brothers,Shake Shack,959,2012,73,U.S.A.,3.5,"Peru, Mad., Dom. Rep.",Blend
566,Mast Brothers,"Chuao, Light Roast",713,2011,81,U.S.A.,2.75,Venezuela,Trinitario
567,Mast Brothers,Brooklyn Blend,672,2011,72,U.S.A.,3.5,,
568,Mast Brothers,Patanemo,572,2010,81,U.S.A.,2.75,Venezuela,Criollo
569,Molucca,La Red,1614,2015,70,U.S.A.,3,Domincan Republic,
570,Na�ve,Barinas,1399,2014,70,Lithuania,3,Venezuela,
571,Nibble,Patanemo,1526,2015,72,U.S.A.,2.25,Venezuela,Criollo
572,Nuance,"Canoabo, 2013",1458,2015,70,U.S.A.,3,Venezuela,Criollo
573,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70,Iceland,3.75,Tanzania,Trinitario
574,Pralus,Chuao,486,2010,75,France,3.5,Venezuela,Trinitario
575,Ritual,"Maranon, Cajamarca",1181,2013,75,U.S.A.,3,Peru,Forastero (Nacional)
576,Rogue,"Sambirano, 2008",213,2008,70,U.S.A.,2.75,Madagascar,Trinitario
577,S.A.I.D.,100 percent,615,2010,100,Italy,1.5,,
578,Scharffen Berger,San Juan de Cheni,959,2012,78,U.S.A.,4,Peru,
579,Sirene,Lachua w/ cane sugar,1614,2015,73,Canada,3,Guatemala,
580,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75,Canada,3.75,"Ven.,Ecu.,Peru,Nic.",
581,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77,Canada,3.75,Dominican Republic,Trinitario
582,Szanto Tibor,Ambolikapiky,1704,2015,70,Hungary,3.25,Madagascar,Trinitario
583,Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70,Hungary,3.5,Madagascar,Criollo
584,Tejas,San Jose,971,2012,67,U.S.A.,3.25,Bolivia,
585,Tejas,"La Bahia, w/ cane juice",817,2012,70,U.S.A.,3.25,Ecuador,
586,Tejas,Capistrano,821,2012,70,U.S.A.,2,Peru,
587,Valrhona,Gran Couva 2005 P.,75,2006,64,France,2.5,Trinidad,Trinitario
588,Wellington Chocolate Factory,Conacado,1756,2016,70,New Zealand,3.5,Dominican Republic,Trinitario
589,Zotter,Santo Domingo,879,2012,70,Austria,3.75,Dominican Republic,
590,A. Morin,Carenero,1315,2014,70,France,2.75,Venezuela,Criollo
591,Adi,Vanua Levu,705,2011,88,Fiji,3.5,Fiji,Trinitario
592,Alain Ducasse,"Piura, Perou",1173,2013,75,France,2.5,Peru,
593,Amedei,Chuao,111,2007,70,Italy,5,Venezuela,Trinitario
594,Amedei,Nine,111,2007,75,Italy,4,,Blend
595,Ara,Chiapas,1379,2014,72,France,2.5,Mexico,
596,Artisan du Chocolat,Bali,600,2010,72,U.K.,3.5,Indonesia,
597,Bonnat,Cuba,629,2011,75,France,3.5,Cuba,Trinitario
598,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85,U.S.A.,3.5,Venezuela,Trinitario
599,Cacao Barry,Venezuela,141,2007,72,France,2,Venezuela,
600,Caoni (Tulicorp),Manabi,237,2008,77,Ecuador,2.5,Ecuador,Forastero (Arriba)
601,Chloe Chocolat,Blend No. 1,672,2011,70,France,3.5,,
602,Chocolarder,Dominican Republic,1514,2015,80,U.K.,2.5,Dominican Republic,
603,Chocolats Privilege,Xoconusco,1219,2014,70,Canada,2.5,Mexico,Criollo
604,Chocovic,Sambirano,478,2010,71,Spain,3.5,Madagascar,Trinitario
605,Cravve,Bahia,975,2012,65,Australia,3.25,Brazil,Trinitario
606,Damson,O'Payo,1666,2015,70,U.K.,2.75,Nicaragua,
607,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70,U.S.A.,3.5,Ecuador,
608,Danta,Los Ujuxtes,661,2011,60,Guatemala,3.5,Guatemala,
609,Erithaj (A. Morin),Ben Tre,1205,2014,70,France,3.25,Vietnam,Trinitario
610,Escazu,Ocumare,252,2008,72,U.S.A.,3,Venezuela,Criollo
611,Fossa,"Akesson's E., Sambirano V.",1772,2016,70,Singapore,2.75,Madagascar,
612,French Broad,"Palo Blanco, Chulucanas",1042,2013,66,U.S.A.,3.5,Peru,
613,French Broad,Tumbes Coop,883,2012,70,U.S.A.,2.5,Peru,Criollo
614,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81,U.S.A.,2,Peru,
615,Friis Holm (Bonnat),La Dalia,1259,2014,70,Denmark,3.5,Nicaragua,
616,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,U.S.A.,3.5,Ecuador,EET
617,L.A. Burdick (Felchlin),Peru,891,2012,74,U.S.A.,3.25,Peru,
618,L.A. Burdick (Felchlin),Bolivian,451,2009,68,U.S.A.,3,Bolivia,
619,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75,France,2.75,Madagascar,Trinitario
620,Loiza,Puerto Rico,1049,2013,65,Puerto Rico,2.5,Puerto Rico,
621,Marou,Lam Dong,955,2012,74,Vietnam,3.5,Vietnam,Trinitario
622,Mast Brothers,Papua New Guinea,777,2011,71,U.S.A.,2.75,Papua New Guinea,
623,Michel Cluizel,Carre Grand Noir,24,2006,85,France,2,,
